Respondent,CareerSatisfaction
63071,Moderately dissatisfied
63072,Slightly dissatisfied
63074,Neither satisfied nor dissatisfied
63085,Extremely satisfied
63105,Slightly dissatisfied
63122,Extremely satisfied
63133,Moderately dissatisfied
63162,Extremely satisfied
63171,Extremely satisfied
63177,Slightly satisfied
63203,Slightly satisfied
63212,Slightly satisfied
63213,Moderately satisfied
63219,Extremely dissatisfied
63237,Slightly satisfied
63246,Moderately satisfied
63269,Extremely satisfied
63272,Neither satisfied nor dissatisfied
63279,Moderately dissatisfied
63310,Extremely satisfied
63314,Moderately satisfied
63316,Moderately satisfied
63341,Extremely satisfied
63354,Extremely satisfied
63362,Moderately satisfied
63395,Extremely satisfied
63413,Moderately satisfied
63430,Moderately dissatisfied
63433,Moderately satisfied
63459,Extremely satisfied
63461,Extremely satisfied
63462,Slightly satisfied
63463,Slightly satisfied
63514,Moderately dissatisfied
63518,Neither satisfied nor dissatisfied
63534,Moderately satisfied
63539,Neither satisfied nor dissatisfied
63545,Moderately satisfied
63552,Moderately satisfied
63554,Moderately satisfied
63561,Moderately satisfied
63566,Extremely satisfied
63580,Extremely satisfied
63582,Slightly satisfied
63584,Moderately satisfied
63586,Moderately satisfied
63589,Moderately satisfied
63596,Neither satisfied nor dissatisfied
63601,Moderately satisfied
63618,Moderately satisfied
63624,Moderately satisfied
63653,Slightly satisfied
63671,Slightly satisfied
63689,Extremely satisfied
63693,Extremely satisfied
63734,Extremely dissatisfied
63742,Moderately satisfied
63812,Extremely satisfied
63813,Extremely dissatisfied
63814,Moderately satisfied
63823,Slightly dissatisfied
63832,Extremely satisfied
63848,Slightly dissatisfied
63884,Extremely satisfied
63890,Moderately satisfied
63901,Moderately satisfied
63906,Moderately satisfied
63912,Moderately satisfied
63923,Extremely satisfied
63951,Moderately satisfied
63956,Extremely satisfied
63959,Neither satisfied nor dissatisfied
63962,Moderately satisfied
63966,Moderately satisfied
63978,Slightly dissatisfied
63994,Extremely satisfied
64004,Moderately satisfied
64028,Extremely satisfied
64035,Extremely dissatisfied
64036,Slightly satisfied
64043,Moderately satisfied
64052,Neither satisfied nor dissatisfied
64061,Moderately satisfied
64066,Moderately dissatisfied
64071,Slightly satisfied
64084,Moderately satisfied
64105,Slightly satisfied
64126,Slightly satisfied
64136,Slightly satisfied
64175,Moderately satisfied
64184,Slightly satisfied
64207,Moderately satisfied
64256,Slightly dissatisfied
64262,Slightly dissatisfied
64266,Extremely satisfied
64267,Moderately satisfied
64270,Slightly satisfied
64277,Moderately satisfied
64291,Moderately satisfied
64301,Extremely satisfied
64318,Extremely satisfied
64336,Extremely dissatisfied
64345,Extremely dissatisfied
64352,Moderately satisfied
64355,Extremely satisfied
64362,Extremely satisfied
64405,Slightly dissatisfied
64411,Extremely satisfied
64418,Slightly satisfied
64421,Moderately satisfied
64429,Extremely satisfied
64476,Moderately satisfied
64479,Slightly satisfied
64521,Neither satisfied nor dissatisfied
64532,Neither satisfied nor dissatisfied
64543,Moderately satisfied
64547,Moderately satisfied
64551,Moderately satisfied
64554,Slightly dissatisfied
64560,Moderately satisfied
64564,Slightly satisfied
64568,Extremely satisfied
64579,Moderately satisfied
64581,Moderately satisfied
64584,Extremely satisfied
64602,Moderately satisfied
64605,Moderately satisfied
64609,Moderately satisfied
64613,Moderately satisfied
64626,Extremely satisfied
64628,Moderately satisfied
64657,Neither satisfied nor dissatisfied
64664,Slightly dissatisfied
64692,Extremely satisfied
64698,Extremely satisfied
64714,Moderately satisfied
64717,Slightly satisfied
64722,Slightly dissatisfied
64727,Moderately satisfied
64768,Moderately satisfied
64781,Moderately satisfied
64796,Moderately dissatisfied
64797,Neither satisfied nor dissatisfied
64813,Moderately satisfied
64825,Neither satisfied nor dissatisfied
64832,Moderately dissatisfied
64839,Moderately satisfied
64854,Moderately satisfied
64869,Moderately satisfied
64878,Extremely satisfied
64899,Moderately satisfied
64918,Moderately satisfied
64937,Moderately satisfied
64946,Slightly satisfied
64956,Moderately satisfied
64959,Moderately satisfied
64963,Slightly satisfied
64965,Moderately satisfied
64982,Extremely satisfied
64989,Moderately satisfied
65004,Slightly dissatisfied
65008,Slightly dissatisfied
65026,Slightly satisfied
65037,Slightly satisfied
65051,Moderately satisfied
65103,Extremely satisfied
65109,Slightly dissatisfied
65114,Neither satisfied nor dissatisfied
65131,Slightly dissatisfied
65137,Moderately dissatisfied
65169,Moderately satisfied
65174,Neither satisfied nor dissatisfied
65198,Moderately satisfied
65204,Slightly satisfied
65213,Slightly satisfied
65231,Extremely satisfied
65234,Slightly satisfied
65247,Slightly satisfied
65264,Slightly satisfied
65268,Extremely satisfied
65277,Moderately dissatisfied
65279,Slightly satisfied
65294,Moderately satisfied
65297,Moderately dissatisfied
65306,Extremely dissatisfied
65315,Moderately satisfied
65319,Slightly satisfied
65327,Extremely satisfied
65335,Moderately satisfied
65352,Moderately satisfied
65353,Neither satisfied nor dissatisfied
65363,Neither satisfied nor dissatisfied
65374,Slightly satisfied
65379,Moderately dissatisfied
65414,Moderately dissatisfied
65415,Moderately satisfied
65431,Extremely satisfied
65433,Extremely satisfied
65461,Slightly satisfied
65464,Moderately satisfied
65491,Neither satisfied nor dissatisfied
65497,Extremely satisfied
65502,Slightly dissatisfied
65511,Extremely satisfied
65512,Moderately dissatisfied
65516,Extremely satisfied
65530,Extremely satisfied
65542,Moderately satisfied
65600,Slightly satisfied
65607,Extremely dissatisfied
65660,Moderately satisfied
65671,Moderately satisfied
65672,Extremely satisfied
65678,Moderately dissatisfied
65681,Slightly dissatisfied
65696,Extremely satisfied
65702,Moderately satisfied
65708,Moderately satisfied
65709,Moderately dissatisfied
65744,Slightly dissatisfied
65767,Moderately satisfied
65772,Moderately dissatisfied
65776,Moderately satisfied
65778,Extremely satisfied
65781,Moderately satisfied
65801,Slightly dissatisfied
65815,Neither satisfied nor dissatisfied
65823,Slightly dissatisfied
65844,Moderately satisfied
65848,Moderately dissatisfied
65855,Slightly satisfied
65857,Extremely dissatisfied
65872,Neither satisfied nor dissatisfied
65875,Moderately satisfied
65892,Slightly satisfied
65895,Extremely satisfied
65897,Extremely satisfied
65917,Moderately satisfied
65918,Slightly dissatisfied
65958,Moderately dissatisfied
65973,Moderately satisfied
65974,Neither satisfied nor dissatisfied
65993,Moderately satisfied
65997,Moderately satisfied
66009,Moderately satisfied
66017,Neither satisfied nor dissatisfied
66024,Extremely satisfied
66036,Extremely dissatisfied
66042,Moderately dissatisfied
66043,Neither satisfied nor dissatisfied
66059,Moderately dissatisfied
66084,Moderately satisfied
66103,Slightly satisfied
66118,Moderately dissatisfied
66121,Moderately satisfied
66145,Extremely satisfied
66173,Slightly satisfied
66185,Moderately satisfied
66188,Slightly dissatisfied
66193,Neither satisfied nor dissatisfied
66205,Extremely satisfied
66234,Moderately dissatisfied
66241,Extremely dissatisfied
66246,Moderately satisfied
66253,Moderately satisfied
66264,Neither satisfied nor dissatisfied
66266,Extremely satisfied
66291,Moderately satisfied
66297,Extremely dissatisfied
66308,Moderately satisfied
66323,Neither satisfied nor dissatisfied
66329,Neither satisfied nor dissatisfied
66342,Moderately satisfied
66348,Extremely satisfied
66365,Moderately satisfied
66377,Moderately satisfied
66392,Extremely satisfied
66396,Extremely satisfied
66409,Moderately satisfied
66427,Extremely satisfied
66431,Moderately satisfied
66441,Moderately satisfied
66449,Slightly satisfied
66450,Moderately satisfied
66471,Neither satisfied nor dissatisfied
66477,Slightly dissatisfied
66493,Moderately satisfied
66513,Moderately dissatisfied
66523,Moderately dissatisfied
66526,Slightly dissatisfied
66530,Moderately satisfied
66541,Extremely satisfied
66545,Extremely satisfied
66554,Slightly dissatisfied
66560,Moderately satisfied
66569,Moderately satisfied
66576,Moderately dissatisfied
66609,Moderately satisfied
66621,Slightly satisfied
66622,Extremely satisfied
66626,Moderately satisfied
66637,Moderately satisfied
66666,Extremely satisfied
66679,Moderately dissatisfied
66688,Extremely satisfied
66721,Slightly satisfied
66739,Neither satisfied nor dissatisfied
66740,Moderately dissatisfied
66752,Moderately satisfied
66799,Slightly satisfied
66812,Extremely satisfied
66824,Slightly dissatisfied
66827,Slightly dissatisfied
66835,Moderately satisfied
66865,Slightly dissatisfied
66868,Moderately dissatisfied
66876,Slightly dissatisfied
66881,Extremely satisfied
66889,Moderately satisfied
66894,Neither satisfied nor dissatisfied
66899,Neither satisfied nor dissatisfied
66915,Slightly dissatisfied
66919,Neither satisfied nor dissatisfied
66920,Slightly dissatisfied
66965,Extremely satisfied
66991,Slightly satisfied
67003,Slightly satisfied
67016,Extremely satisfied
67022,Moderately satisfied
67036,Neither satisfied nor dissatisfied
67045,Slightly dissatisfied
67053,Moderately satisfied
67062,Moderately satisfied
67072,Extremely satisfied
67077,Moderately satisfied
67088,Moderately satisfied
67093,Extremely satisfied
67104,Moderately satisfied
67136,Extremely satisfied
67145,Slightly satisfied
67198,Moderately satisfied
67218,Neither satisfied nor dissatisfied
67227,Extremely satisfied
67240,Moderately satisfied
67245,Neither satisfied nor dissatisfied
67274,Extremely satisfied
67277,Extremely satisfied
67306,Extremely satisfied
67309,Slightly satisfied
67318,Slightly satisfied
67322,Extremely satisfied
67325,Moderately dissatisfied
67362,Moderately satisfied
67389,Moderately dissatisfied
67391,Moderately satisfied
67392,Moderately satisfied
67393,Moderately dissatisfied
67395,Slightly satisfied
67404,Extremely satisfied
67409,Extremely satisfied
67410,Extremely satisfied
67421,Slightly satisfied
67429,Slightly satisfied
67443,Extremely dissatisfied
67449,Extremely satisfied
67450,Extremely satisfied
67458,Moderately satisfied
67470,Neither satisfied nor dissatisfied
67481,Moderately satisfied
67503,Moderately satisfied
67544,Extremely satisfied
67545,Moderately satisfied
67547,Extremely dissatisfied
67550,Moderately dissatisfied
67558,Moderately dissatisfied
67579,Moderately dissatisfied
67601,Neither satisfied nor dissatisfied
67610,Moderately satisfied
67616,Extremely satisfied
67642,Slightly satisfied
67646,Slightly satisfied
67653,Slightly satisfied
67657,Moderately satisfied
67659,Moderately satisfied
67672,Extremely satisfied
67675,Moderately dissatisfied
67676,Moderately satisfied
67691,Slightly satisfied
67701,Extremely dissatisfied
67722,Moderately satisfied
67723,Neither satisfied nor dissatisfied
67731,Neither satisfied nor dissatisfied
67761,Moderately satisfied
67764,Neither satisfied nor dissatisfied
67789,Slightly satisfied
67801,Moderately dissatisfied
67808,Extremely satisfied
67813,Moderately satisfied
67814,Slightly dissatisfied
67831,Extremely dissatisfied
67839,Slightly satisfied
67847,Moderately satisfied
67855,Moderately satisfied
67859,Slightly satisfied
67861,Moderately satisfied
67883,Moderately satisfied
67892,Moderately satisfied
67894,Slightly satisfied
67963,Extremely satisfied
67984,Slightly dissatisfied
68031,Neither satisfied nor dissatisfied
68059,Slightly satisfied
68085,Moderately satisfied
68090,Extremely satisfied
68146,Neither satisfied nor dissatisfied
68152,Extremely satisfied
68180,Extremely satisfied
68245,Slightly satisfied
68271,Slightly satisfied
68287,Slightly satisfied
68290,Extremely satisfied
68305,Moderately dissatisfied
68309,Slightly satisfied
68314,Extremely satisfied
68321,Extremely satisfied
68339,Moderately satisfied
68343,Extremely satisfied
68350,Moderately satisfied
68357,Neither satisfied nor dissatisfied
68360,Moderately satisfied
68368,Neither satisfied nor dissatisfied
68369,Slightly dissatisfied
68387,Slightly dissatisfied
68388,Neither satisfied nor dissatisfied
68393,Slightly satisfied
68399,Slightly satisfied
68410,Moderately satisfied
68412,Extremely satisfied
68418,Extremely satisfied
68422,Moderately satisfied
68423,Slightly satisfied
68424,Extremely satisfied
68429,Extremely satisfied
68453,Moderately satisfied
68454,Moderately satisfied
68473,Extremely dissatisfied
68481,Neither satisfied nor dissatisfied
68500,Moderately satisfied
68527,Neither satisfied nor dissatisfied
68529,Moderately satisfied
68530,Moderately satisfied
68531,Moderately satisfied
68539,Slightly dissatisfied
68560,Slightly satisfied
68568,Slightly satisfied
68578,Extremely satisfied
68598,Extremely satisfied
68603,Slightly satisfied
68621,Slightly satisfied
68622,Moderately satisfied
68627,Slightly dissatisfied
68634,Slightly satisfied
68645,Moderately satisfied
68672,Extremely satisfied
68676,Neither satisfied nor dissatisfied
68687,Neither satisfied nor dissatisfied
68689,Slightly dissatisfied
68700,Extremely satisfied
68716,Moderately dissatisfied
68718,Slightly satisfied
68733,Moderately satisfied
68739,Neither satisfied nor dissatisfied
68750,Moderately dissatisfied
68779,Extremely dissatisfied
68781,Extremely satisfied
68782,Moderately satisfied
68803,Extremely satisfied
68808,Slightly satisfied
68826,Extremely dissatisfied
68829,Slightly satisfied
68836,Extremely satisfied
68869,Extremely satisfied
68872,Moderately satisfied
68876,Slightly dissatisfied
68881,Extremely satisfied
68883,Slightly dissatisfied
68900,Extremely satisfied
68915,Slightly satisfied
68917,Moderately satisfied
68924,Moderately satisfied
68944,Moderately satisfied
68946,Moderately dissatisfied
68953,Moderately satisfied
68955,Extremely dissatisfied
68956,Slightly satisfied
68963,Extremely satisfied
68965,Slightly satisfied
68967,Extremely satisfied
68969,Moderately dissatisfied
68986,Moderately satisfied
69000,Neither satisfied nor dissatisfied
69004,Neither satisfied nor dissatisfied
69008,Extremely satisfied
69031,Moderately satisfied
69032,Slightly satisfied
69044,Slightly dissatisfied
69062,Neither satisfied nor dissatisfied
69088,Moderately satisfied
69093,Moderately satisfied
69095,Moderately satisfied
69107,Moderately satisfied
69120,Moderately satisfied
69145,Moderately satisfied
69160,Extremely satisfied
69167,Extremely satisfied
69171,Slightly satisfied
69187,Moderately satisfied
69235,Slightly satisfied
69244,Extremely satisfied
69248,Moderately satisfied
69254,Slightly dissatisfied
69258,Extremely satisfied
69262,Moderately satisfied
